title,company,location,salary_min,salary_max,contract_time,description,url,avg_salary,is_senior,is_junior,location_code,predicted_salary
information technology data analyst (jr) (cleared),Kentro,"Springfield, Fairfax County",69511.55,69511.55,,"Job Description Job Description Thank you for considering IT Concepts dba Kentro, where innovation d",https://www.adzuna.com/details/5125893574?utm_medium=api&utm_source=35e20e56,69511.55,0,0,1136,70356.33175333335
"(usa) senior, data analyst, market research",Walmart,"Hoboken, Hudson County",116436.02,116436.02,,Position Summary What you'll do Data Ventures exists to unlock the full value of Walmart's data by d,https://www.adzuna.com/details/5131186641?utm_medium=api&utm_source=35e20e56,116436.02,1,0,533,109937.73915190222
business intelligence 340b - data analyst ii,MUHA,"South Carolina, US",100661.04,100661.04,full_time,Job Description Summary The 340B Data analytics and reporting analyst conducts complex analyses and ,https://www.adzuna.com/details/5111424552?utm_medium=api&utm_source=35e20e56,100661.04,0,0,1114,97697.19100333324
healthcare data analyst iii (remote capable),Geisinger,"Danville East, Montour County",72840.11,72840.11,,"Job Summary Uses data expertise, programing abilities, and critical thinking skills to provide analy",https://www.adzuna.com/details/5087197355?utm_medium=api&utm_source=35e20e56,72840.11,0,0,286,78327.61520637367
business data analyst with regulatory compliance experience,Raag Solutions,"Concord, Contra Costa County",93579.59,93579.59,,2 positions - Midlevel and Senior Level Act as a key data subject matter expert for Financial & Risk,https://www.adzuna.com/details/4814618966?utm_medium=api&utm_source=35e20e56,93579.59,0,0,260,78666.47241499992
sr. data analyst- enterprise customer profitability,Bank of America,"Charlotte, Mecklenburg County",56227.57,56227.57,full_time,"Job Description: At Bank of America, we are guided by a common purpose to help make financial lives ",https://www.adzuna.com/details/5061600357?utm_medium=api&utm_source=35e20e56,56227.57,0,0,209,103250.5443297535
"senior data analyst, burden of illness analytics",Cityblock Health,US,112113.8,112113.8,full_time,Job Description: About the Role This role supports risk adjustment (Burden of Illness) analytics by ,https://www.adzuna.com/details/5109545424?utm_medium=api&utm_source=35e20e56,112113.8,1,0,1216,118407.22732327187
data analyst - digital media strategy & analytics,Disney Entertainment Television,"New York City, New York",82000.0,109800.0,,"The Digital Media Strategy & Analytics team, part of Disney Entertainment (DE) News & Networks, is r",https://www.adzuna.com/details/5113340484?utm_medium=api&utm_source=35e20e56,95900.0,0,0,813,99295.25964926822
"strategic sourcing data analyst, graduate intern",Bio-Techne,"Minneapolis, Hennepin County",61556.39,61556.39,,"By joining Bio-Techne, you'll join a company with a powerful and positive purpose of enabling cuttin",https://www.adzuna.com/details/5117956365?utm_medium=api&utm_source=35e20e56,61556.39,0,0,763,97803.20326527143
technical compliance automation data analyst (remote),RTX,US,0.0,203000.0,full_time,"Date Posted: 2025-03-13 Country: United States of America Location: RMA99: RTN Remote, Massachusetts",https://www.adzuna.com/details/5120575993?utm_medium=api&utm_source=35e20e56,101500.0,0,0,1216,90279.70809100404
global supplier management innovation and data analyst,Merck,"Perkiomenville, Montgomery County",124790.45,124790.45,,"Job Description Job Description Do you love data, problem solving and automation? We are looking for",https://www.adzuna.com/details/5121666128?utm_medium=api&utm_source=35e20e56,124790.45,0,0,912,108585.6035566666
sr business and data analyst - jersey city,Photon Group,"New York, US",94148.81,94148.81,full_time,Description Responsibilities Analyze data requirements and identify disparate data sources required ,https://www.adzuna.com/details/5092458492?utm_medium=api&utm_source=35e20e56,94148.81,0,0,815,123747.90722471179
program data analyst (secret clearance required),Integrated Federal Solutions,"Huntsville, Madison County",57276.22,57276.22,full_time,"As affiliates of the PCI Federal Services group of companies, PCI Government Services LLC has a pass",https://www.adzuna.com/details/4804454174?utm_medium=api&utm_source=35e20e56,57276.22,0,0,550,115263.53919500008
quality data analyst (8hrs-ft-days),Kpc Global Medical Centers Inc.,"Sun City, Riverside County",29.0,43.0,full_time,"POSITION SUMMARY DEFINITION Under general direction, is responsible for concurrent /retrospective ab",https://www.adzuna.com/details/5034407157?utm_medium=api&utm_source=35e20e56,36.0,0,0,1163,89944.60051222217
quality data analyst (8hrs-ft-days),Kpc Global Medical Centers Inc.,"San Jacinto, Riverside County",62316.0,90625.0,full_time,"Hemet, CA POSITION SUMMARY Under general direction, is responsible for concurrent /retrospective abs",https://www.adzuna.com/details/4890011518?utm_medium=api&utm_source=35e20e56,76470.5,0,0,1055,87330.13587303173
managed care underwriting/healthcare data analyst,NSM Insurance Group,"Wayzata, Hennepin County",83091.51,83091.51,full_time,Carbon Stop Loss Solutions is a leading managing general underwriter (MGU) in the field of employer ,https://www.adzuna.com/details/5042975165?utm_medium=api&utm_source=35e20e56,83091.51,0,0,1267,73837.60099999991
"strategic sourcing data analyst, graduate intern",Research & Diagnostic Systems,"Minneapolis, Hennepin County",34944.0,48048.0,full_time,"By joining Bio-Techne, you’ll join a company with a powerful and positive purpose of enabling cuttin",https://www.adzuna.com/details/5128279078?utm_medium=api&utm_source=35e20e56,41496.0,0,0,763,97803.20326527143
"data analyst intern, application via ripplematch",RippleMatch Internships,"Chicago, Cook County",51147.76,51147.76,,This role is with RippleMatch's partner companies. RippleMatch partners with hundreds of companies l,https://www.adzuna.com/details/5128294503?utm_medium=api&utm_source=35e20e56,51147.76,0,0,224,90204.28964322904
"principal data analyst, ecosystem economy & ugc",Epic Games,"Cary, Wake County",94535.96,94535.96,,"WHAT MAKES US EPIC? At the core of Epic’s success are talented, passionate people. Epic prides itsel",https://www.adzuna.com/details/4955694354?utm_medium=api&utm_source=35e20e56,94535.96,0,0,185,95975.64519849206
technical compliance automation data analyst (remote),RTX Corporation,"Boston, Suffolk County",145170.61,145170.61,,"Date Posted: 2025-03-19 Country: United States of America Location: RMA99: RTN Remote, Massachusetts",https://www.adzuna.com/details/5102937233?utm_medium=api&utm_source=35e20e56,145170.61,0,0,123,105492.27465442619
technical compliance automation data analyst (remote),RTX Corporation,"Boston, Suffolk County",151587.73,151587.73,,"Date Posted: 2025-03-19 Country: United States of America Location: RMA99: RTN Remote, Massachusetts",https://www.adzuna.com/details/5102937198?utm_medium=api&utm_source=35e20e56,151587.73,0,0,123,105492.27465442619
technical compliance automation data analyst (remote),RTX,US,0.0,164000.0,full_time,"Date Posted: 2025-03-13 Country: United States of America Location: RMA99: RTN Remote, Massachusetts",https://www.adzuna.com/details/5120704344?utm_medium=api&utm_source=35e20e56,82000.0,0,0,1216,90279.70809100404
"senior data analyst, trust and safety, search",Google,"Austin, Travis County",132000.0,194000.0,full_time,info_outline X Note: By applying to this position you will have an opportunity to share your preferr,https://www.adzuna.com/details/5100166541?utm_medium=api&utm_source=35e20e56,163000.0,1,0,62,131587.021112381
global supplier management innovation and data analyst,Intervet USA,"Rahway, Union County",77700.0,122300.0,full_time,"Job Description Job Description Do you love data, problem solving and automation? We are looking for",https://www.adzuna.com/details/5125553591?utm_medium=api&utm_source=35e20e56,100000.0,0,0,972,100112.78296642857
staff data analyst (pricing analytics - us),Coupand,"Mountain View, Santa Clara County",115562.97,115562.97,full_time,About Coupang: We exist to wow our customers. We know we’re doing the right thing when we hear our c,https://www.adzuna.com/details/5115225999?utm_medium=api&utm_source=35e20e56,115562.97,0,0,785,118977.59758049059
"senior trust and safety data analyst, search",Google,"Seattle, King County",110000.0,157000.0,full_time,info_outline X Note: By applying to this position you will have an opportunity to share your preferr,https://www.adzuna.com/details/5136572772?utm_medium=api&utm_source=35e20e56,133500.0,1,0,1089,133722.1923333333
central billing office data analyst - fpg,Sarasota Memorial Health Care System,"Siesta Key, Sarasota County",38189.21,38189.21,full_time,"Responsible for operation and daily maintenance of Central Billing Office systems, including trouble",https://www.adzuna.com/details/5068630282?utm_medium=api&utm_source=35e20e56,38189.21,0,0,1097,49418.337399999975
debt capital markets research data analyst,Chatham Financial,"Centennial, Arapahoe County",75510.51,75510.51,,"Overview: Chatham's research team is a recognized leader in commercial real estate markets, commerci",https://www.adzuna.com/details/5134623916?utm_medium=api&utm_source=35e20e56,75510.51,0,0,192,80638.36572023803
"lead data analyst, paid media marketing",Chime,"San Francisco, California",93770.23,93770.23,full_time,About the role We are excited to hire a lead analyst focused on enrollment and conversion at Chime. ,https://www.adzuna.com/details/5018394403?utm_medium=api&utm_source=35e20e56,93770.23,0,0,1054,113105.5936886875
data analyst (onsite) read the desc and apply,Raag Solutions,"Spring, Harris County",61944.71,61944.71,,"Data interpretation/Data analysis, Dashboard preparation, Reporting with SmartSheets/PowerBI/Tableau",https://www.adzuna.com/details/4817043816?utm_medium=api&utm_source=35e20e56,61944.71,0,0,1135,62703.60226285709
healthcare data analyst iii (remote capable),Geisinger,"Danville, Montour County",75826.87,75826.87,full_time,Location: Work from home (Pennsylvania) Shift: Days (United States of America) Scheduled Weekly Hour,https://www.adzuna.com/details/5080077556?utm_medium=api&utm_source=35e20e56,75826.87,0,0,287,81393.991968254
"data analyst with python, sql, r , java",Raag Solutions,"Raleigh, Wake County",89959.0,89959.0,,Must Have: 3-5 years technical experience working with data for the purpose of analysis and reportin,https://www.adzuna.com/details/4811282237?utm_medium=api&utm_source=35e20e56,89959.0,0,0,974,83936.86797156566
global supplier management innovation and data analyst,Merck,"Rahway, Union County",157615.47,157615.47,,"Job Description Job Description Do you love data, problem solving and automation? We are looking for",https://www.adzuna.com/details/5121752147?utm_medium=api&utm_source=35e20e56,157615.47,0,0,972,100112.78296642857
digital banking & payments data analyst (onsite),Ridgewood Savings Bank,"Glendale, Queens",75000.0,85000.0,full_time,"This position is an in-person position, located at our Headquarters in Ridgewood, Queens, NY. The es",https://www.adzuna.com/details/4816636089?utm_medium=api&utm_source=35e20e56,80000.0,0,0,455,74688.60180000003
senior data analyst- secret clearance required,PCI Federal Services,"Huntsville, Madison County",110000.0,130000.0,full_time,"As affiliates of the PCI Federal Services group of companies, PCI Government Services LLC has a pass",https://www.adzuna.com/details/5138136419?utm_medium=api&utm_source=35e20e56,120000.0,1,0,550,113963.60386952384
snowflake data analyst / engineer / architect (remote),Capgemini,"Saint Bernard, Hamilton County",71457.83,71457.83,,"Sogeti is a leading provider of professional technology services, specializing in Application Manage",https://www.adzuna.com/details/3799444074?utm_medium=api&utm_source=35e20e56,71457.83,0,0,1033,109330.83851329976
healthcare data analyst iii (remote capable),Geisinger,"Danville, Montour County",77106.73,77106.73,full_time,"Job Summary Uses data expertise, programing abilities, and critical thinking skills to provide analy",https://www.adzuna.com/details/5077695291?utm_medium=api&utm_source=35e20e56,77106.73,0,0,287,81393.991968254
data analyst(training 8.16.22),Capgemini,US,85787.84,85787.84,full_time,Candidates should be flexible / willing to work across this delivery landscape which includes and no,https://www.adzuna.com/details/4805299630?utm_medium=api&utm_source=35e20e56,85787.84,0,0,1216,90279.70809100404
healthcare data analyst (onsite summer 2025),TruDataRx,"Norwich, Windsor County",60635.98,60635.98,full_time,Full-time Description Essential Functions Analysts are involved in every aspect of a client’s life c,https://www.adzuna.com/details/5130390348?utm_medium=api&utm_source=35e20e56,60635.98,0,0,853,76006.56062500014
debt capital markets research data analyst,Chatham Financial,"Kennett Square, Chester County",71470.91,71470.91,,"Overview: Chatham's research team is a recognized leader in commercial real estate markets, commerci",https://www.adzuna.com/details/5075926004?utm_medium=api&utm_source=35e20e56,71470.91,0,0,588,85278.20324250005
data analyst associate manager (level 4),Lockheed Martin,"Fort Worth, Tarrant County",104500.0,184115.0,part_time,What You Will Be Doing The position will be on the Sustainment Analytics and Modeling team’s Reporti,https://www.adzuna.com/details/5109435161?utm_medium=api&utm_source=35e20e56,144307.5,0,0,424,115987.90414350088
"data analyst ii, revenue cycle management",Spring Health,"New York City, New York",90130.23,90130.23,,Job Description Job Description Our mission: to eliminate every barrier to mental health. At Spring ,https://www.adzuna.com/details/5136850641?utm_medium=api&utm_source=35e20e56,90130.23,0,0,813,99295.25964926822
statistical data analyst (hybrid) - pathology and immunology,Washington University in St Louis,US,53100.0,90600.0,full_time,Scheduled Hours 40 Position Summary Performs data management and/or data analysis for investigators ,https://www.adzuna.com/details/5138487812?utm_medium=api&utm_source=35e20e56,71850.0,0,0,1216,90279.70809100404
healthcare data analyst (onsite summer 2025),Career Opportunities,"Norwich, Windsor County",68043.92,68043.92,,Job Description Job Description Description: Essential Functions Analysts are involved in every aspe,https://www.adzuna.com/details/5098279675?utm_medium=api&utm_source=35e20e56,68043.92,0,0,853,76006.56062500014
"associate principal data analyst, enterprise data privacy office",Financial Industry Regulatory Authority,US,105568.15,105568.15,full_time,The Enterprise Data Privacy Office (EDPO) is responsible for ensuring that FINRA meets or exceeds it,https://www.adzuna.com/details/5103827135?utm_medium=api&utm_source=35e20e56,105568.15,0,0,1216,90279.70809100404
"sr analyst, data solution analyst",Nationwide Life and Annuity Insurance Co,"Columbus, Franklin County",79406.26,79406.26,full_time,If you’re passionate about innovation and love working in an environment where you can constantly im,https://www.adzuna.com/details/5136353602?utm_medium=api&utm_source=35e20e56,79406.26,0,0,256,88958.34272932539
compliance analyst -data governance analyst,TEKsystems,"Harmans, Anne Arundel County",66927.7,66927.7,,Overview About TEKsystems and TEKsystems Global Services We're TEKsystems. We accelerate business tr,https://www.adzuna.com/details/5123961722?utm_medium=api&utm_source=35e20e56,66927.7,0,0,504,97076.69931032826
ers (darw) data analyst/report writer 3,My3Tech,"Dessau, Travis County",54731.02,54731.02,,"Hi all, Role: Data Analyst/Report Writer 3 Location: Austin, TX (on-site) Duration: Long Term Genera",https://www.adzuna.com/details/5129186090?utm_medium=api&utm_source=35e20e56,54731.02,0,0,305,61365.523414999945
data analyst (ts/sci ci poly required),RSEKURE,"Derwood, Montgomery County",124543.27,124543.27,,Job Title: Data Analyst Department: Operations - Services Reports To: RSekure Program Manager Locati,https://www.adzuna.com/details/4678978981?utm_medium=api&utm_source=35e20e56,124543.27,0,0,303,103621.52139404751
"payor business data analyst || eagan,mn (onsite)",Stellent IT LLC,"Apple Valley, Dakota County",98018.02,98018.02,,"Payor Business Data Analyst Eagan,MN (Onsite) Initial 6 month extend 2 rounds of interviews Job Summ",https://www.adzuna.com/details/5129185700?utm_medium=api&utm_source=35e20e56,98018.02,0,0,38,97954.95316022364
"senior data analyst, value-based care analytics",Cardiovascular Associates of America,US,162547.86,162547.86,full_time,Cardiovascular Services of America (CVAUSA) is the largest private and independent cardiology networ,https://www.adzuna.com/details/5130300932?utm_medium=api&utm_source=35e20e56,162547.86,1,0,1216,118407.22732327187
business consultant and data analyst - bilingual (english/korean),"Woongjin, Inc","Ridgefield Park, Bergen County",107468.32,107468.32,,Job Description Support company-wide system implementation and business process improvement projects,https://www.adzuna.com/details/5121419932?utm_medium=api&utm_source=35e20e56,107468.32,0,0,999,110222.41087063096
data analyst - construction/manufacturing - remote option available,Workforce Global Ltd.,"Scottsdale, Maricopa County",119874.48,119874.48,,"This role is vital in converting complex, business, customer, and platform technical data into actio",https://www.adzuna.com/details/5133622550?utm_medium=api&utm_source=35e20e56,119874.48,0,0,1086,107919.17125975189
campus: marketing data operations analyst summer associate (2025),Capital Group,"Los Angeles, Los Angeles County",91139.53,91139.53,,I can succeed as a Summer Associate at Capital Group. As a Marketing Data Operations Analyst Summer ,https://www.adzuna.com/land/ad/5075104176?se=fO9v9wEW8BGNyaXjMCZXLA&utm_medium=api&utm_source=35e20e56&v=EFC8C4D7517378A38997D0410EECA9B581DDF1C7,91139.53,0,0,679,79949.40391795835
data analyst - regulatory data and systems (new or recent graduate opportunity),BMO Bank N.A.,"Chicago, Cook County",44000.0,82000.0,full_time,Application Deadline: 04/10/2025 Address: 320 S Canal Street Job Family Group: Data Analytics & Repo,https://www.adzuna.com/details/5118517880?utm_medium=api&utm_source=35e20e56,63000.0,0,0,224,90204.28964322904
data analyst - regulatory data and systems (new or recent graduate opportunity),BMO Financial Group,"Illinois Medical District, Chicago",79081.82,79081.82,,The ideal candidate possesses an education/experience background with a focus on Accounting and Data,https://www.adzuna.com/details/5115658923?utm_medium=api&utm_source=35e20e56,79081.82,0,0,556,86072.78848541249
"data analyst (ts/sci, 3 yrs exp)",Beyond SOF,"Reston, Fairfax County",79347.81,79347.81,full_time,"Data Analyst (TS/SCI, 3 yrs exp) Reston, VA, USA Full-time Clearance: Top Secret/SCI Job Description",https://www.adzuna.com/details/4809800140?utm_medium=api&utm_source=35e20e56,79347.81,0,0,989,104989.45287987734
data analyst (temporary-hybrid/pa).816-3119,Frink-Hamlett,"Canonsburg, Washington County",45760.0,54080.0,,The Opportunity: A Fortune 500 telecommunications company is seeking an experienced Data Analyst on ,https://www.adzuna.com/details/5100176985?utm_medium=api&utm_source=35e20e56,49920.0,0,0,175,65028.81751341991
"data analyst - sql - jersey, nj - onsite - fulltime",Lorven technologies,"Jersey City, Hudson County",90551.79,90551.79,,"Job Description Job Description Title: Data analysts with SQL Location: Jersey City, New Jersey (Ons",https://www.adzuna.com/details/5128641478?utm_medium=api&utm_source=35e20e56,90551.79,0,0,578,117754.78102895137
assessment data analyst and interventionist (elementary and middle school),DFW Area Application Consortium,US,92992.07,92992.07,,Position Type: Leading - Campus Professional/ Data Analyst Date Posted: 3/27/2025 Location: TBD Clos,https://www.adzuna.com/details/5120553494?utm_medium=api&utm_source=35e20e56,92992.07,0,0,1216,90279.70809100404
data analyst- sr specialist (growth/marketing analytics),The Vanguard Group,"Malvern, Chester County",119746.86,119746.86,full_time,Vanguard's Growth Analytics Team supports essential Marketing Analytics to help transform Marketing ,https://www.adzuna.com/details/5043701392?utm_medium=api&utm_source=35e20e56,119746.86,0,0,696,96464.37373218255
data analyst ii - population health science & policy,Mount Sinai Health System,"East Harlem, Manhattan",89581.71,89581.71,full_time,Description The Department of Population Health Science and Policy is seeking a full-time Data Analy,https://www.adzuna.com/details/5109578316?utm_medium=api&utm_source=35e20e56,89581.71,0,0,329,79359.31053070349
asset management chief data office data analyst,241387-Comp & Ben Admin Prof Fees,"Brooklyn, New York City",118750.0,205000.0,full_time,Description We are seeking a highly skilled and motivated Data Analyst at the Associate or Vice Pres,https://www.adzuna.com/details/5005179667?utm_medium=api&utm_source=35e20e56,161875.0,0,0,146,99433.50743464287
senior data analyst - content analytics (espn & sports),The Walt Disney Company,US,120300.0,161300.0,full_time,Job Posting Title: Senior Data Analyst - Content Analytics (ESPN & Sports) Req ID: 10117466 Job Desc,https://www.adzuna.com/details/5117072851?utm_medium=api&utm_source=35e20e56,140800.0,1,0,1216,118407.22732327187
senior digital marketing data analyst - hybrid/remote,National Marrow Donor Program,"Lauderdale, Ramsey County",79772.79,79772.79,full_time,Senior Digital Marketing Data Analyst - Hybrid/Remote Please apply online using a laptop or desktop ,https://www.adzuna.com/details/5134625969?utm_medium=api&utm_source=35e20e56,79772.79,1,0,640,116102.02318333351
senior data analyst - content analytics (espn & sports),The Walt Disney Company,"New York City, New York",142170.9,142170.9,,Job Summary The Disney Streaming Analytics’ Content & Engagement Core Data team is seeking a Data An,https://www.adzuna.com/details/5114642763?utm_medium=api&utm_source=35e20e56,142170.9,1,0,813,118581.87022736127
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"East Long Beach, Los Angeles County",99660.56,99660.56,full_time,Description JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for An,https://www.adzuna.com/details/5134744439?utm_medium=api&utm_source=35e20e56,99660.56,0,0,335,106316.15692242063
"senior data analyst - channels analysis, products, and enablement",Working at Capital One,"Mc Lean, Fairfax County",109000.0,124400.0,full_time,"Senior Data Analyst - Channels Analysis, Products, and Enablement At Capital One, data is at the cen",https://www.adzuna.com/details/5136414126?utm_medium=api&utm_source=35e20e56,116700.0,1,0,722,113252.23381280665
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Boise, Ada County",98774.06,98774.06,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5127021952?utm_medium=api&utm_source=35e20e56,98774.06,0,0,118,98616.63709906283
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Meridian, Ada County",99126.52,99126.52,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5127021956?utm_medium=api&utm_source=35e20e56,99126.52,0,0,738,109389.93501357146
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Idaho, Clay County",102297.13,102297.13,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5127021948?utm_medium=api&utm_source=35e20e56,102297.13,0,0,555,124536.45843500011
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Southaven, DeSoto County",110937.06,110937.06,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5126588256?utm_medium=api&utm_source=35e20e56,110937.06,0,0,1125,86761.85840999999
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Oakwood, Montgomery County",104045.91,104045.91,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5126496702?utm_medium=api&utm_source=35e20e56,104045.91,0,0,863,106330.77991071437
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Plum Springs, Warren County",105656.18,105656.18,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5126690216?utm_medium=api&utm_source=35e20e56,105656.18,0,0,938,101596.32257428567
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Lamar Park, Forrest County",96056.02,96056.02,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5126588255?utm_medium=api&utm_source=35e20e56,96056.02,0,0,629,82666.37824999997
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Grand Rapids, Kent County",102284.05,102284.05,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5126634613?utm_medium=api&utm_source=35e20e56,102284.05,0,0,466,82148.38249801341
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Park Hills, Kenton County",99987.66,99987.66,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5126689966?utm_medium=api&utm_source=35e20e56,99987.66,0,0,898,111379.56610499996
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Lexington, Fayette County",98643.4,98643.4,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5126689959?utm_medium=api&utm_source=35e20e56,98643.4,0,0,654,109130.52278626985
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Strathmoor Manor, Jefferson County",101852.06,101852.06,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5126689991?utm_medium=api&utm_source=35e20e56,101852.06,0,0,1156,106016.41164049786
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Mesa, Maricopa County",100786.59,100786.59,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5126554127?utm_medium=api&utm_source=35e20e56,100786.59,0,0,744,109058.35280249995
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Loch Alpine, Washtenaw County",107429.9,107429.9,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5126634673?utm_medium=api&utm_source=35e20e56,107429.9,0,0,668,105291.22227452381
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Michigan, US",100075.24,100075.24,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5126634664?utm_medium=api&utm_source=35e20e56,100075.24,0,0,749,99731.90916222947
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Sterling Heights, Macomb County",102212.09,102212.09,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5126634644?utm_medium=api&utm_source=35e20e56,102212.09,0,0,1151,109762.55320130952
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Warren, Macomb County",100125.55,100125.55,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5126634637?utm_medium=api&utm_source=35e20e56,100125.55,0,0,1254,107952.195577619
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Detroit, Wayne County",122358.81,122358.81,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5126634649?utm_medium=api&utm_source=35e20e56,122358.81,0,0,307,114253.81660393665
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Phoenix, Maricopa County",98059.06,98059.06,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5126554082?utm_medium=api&utm_source=35e20e56,98059.06,0,0,918,95025.45567087896
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Chandler, Maricopa County",105678.55,105678.55,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5126554115?utm_medium=api&utm_source=35e20e56,105678.55,0,0,202,120001.59315928572
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Tucson, Pima County",91244.77,91244.77,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5126554060?utm_medium=api&utm_source=35e20e56,91244.77,0,0,1208,86752.85990629869
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Scottsdale, Maricopa County",114259.33,114259.33,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5126554110?utm_medium=api&utm_source=35e20e56,114259.33,0,0,1086,107919.17125975189
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"West Biloxi, Harrison County",106432.97,106432.97,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5126588257?utm_medium=api&utm_source=35e20e56,106432.97,0,0,1272,101220.37106869053
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Kentucky, US",100822.16,100822.16,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5126689927?utm_medium=api&utm_source=35e20e56,100822.16,0,0,590,112363.89543272722
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Gulfport, Harrison County",101128.48,101128.48,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5126588262?utm_medium=api&utm_source=35e20e56,101128.48,0,0,493,98156.42774583331
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Philpot, Daviess County",91538.57,91538.57,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5126689954?utm_medium=api&utm_source=35e20e56,91538.57,0,0,917,102407.7651575
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Provo, Utah County",98507.56,98507.56,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5126824472?utm_medium=api&utm_source=35e20e56,98507.56,0,0,962,108537.30177722221
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Grand Island, Hall County",109027.53,109027.53,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5126784365?utm_medium=api&utm_source=35e20e56,109027.53,0,0,463,119032.85770130744
clinical informatics analyst (data analyst experience) - remote,Molina Healthcare,"Riverdale, Buffalo County",101725.29,101725.29,,JOB DESCRIPTION Job Description Reporting to the Director of Clinical Informatics for Analytics & In,https://www.adzuna.com/details/5126784227?utm_medium=api&utm_source=35e20e56,101725.29,0,0,1003,105926.36346666659
